#Fermi-Hess(0000/00)
7.045570 190.959000 33.374500 
7.545860 190.340000 22.683500 
8.094440 180.848000 19.552500 
8.694830 173.535000 18.195500 
9.343450 184.345000 18.517500 
10.140000 178.283000 17.630000 
11.040800 176.308000 16.647000 
11.941500 171.988000 15.818000 
12.938300 164.173000 14.448000 
14.039200 172.391000 14.563500 
15.188200 160.116000 13.115000 
16.485100 162.623000 13.147500 
17.886300 160.793000 12.145500 
19.383500 158.036000 12.145000 
21.032800 156.315000 11.107000 
22.830200 157.074000 10.613500 
24.779800 160.070000 10.730000 
26.877500 156.107000 10.749000 
29.175300 157.199000 10.030000 
31.625300 166.059000 10.342000 
34.271400 155.778000 9.901000 
37.217700 153.111000 9.540500 
40.893500 151.815000 9.171500 
45.484100 144.628000 9.460500 
50.770100 149.055000 10.346500 
56.951600 147.038000 9.366500 
64.181600 142.237000 9.815500 
72.654500 136.916000 10.607500 
24.771000 155.035000 7.906000 
27.316700 149.821000 6.423500 
30.162700 155.320000 5.765000 
33.309200 155.218000 5.362000 
36.851100 151.133000 5.008500 
40.893500 149.080000 5.270000 
45.484100 148.392000 5.651000 
50.770100 145.260000 5.501500 
56.951600 143.159000 6.286000 
64.181600 141.709000 5.955500 
72.654500 139.985000 6.337500 
82.576900 139.083000 6.487500 
94.329700 139.249000 6.770000 
108.240000 139.114000 7.054500 
124.210000 138.934000 7.207500 
143.115000 137.770000 7.356500 
166.493000 139.840000 7.191500 
194.422000 141.103000 7.402000 
227.288000 140.665000 7.705000 
267.556000 139.436000 7.573000 
317.311000 138.658000 7.650500 
378.933000 136.572000 7.814000 
456.886000 134.189000 9.160500 
556.188000 129.729000 10.057500 
689.043000 121.043000 15.560000 
878.635000 121.417000 19.890000 
373.857000 151.241000 8.864000 
448.523000 170.188000 7.854500 
541.206000 149.740000 7.720000 
643.102000 157.136000 9.425000 
762.721000 151.997000 8.775500 
925.094000 155.318000 12.750000 
1099.910000 116.886000 12.937500 
1327.200000 103.185000 14.481900 
1601.450000 87.672300 14.542500 
714.710000 148.588000 5.476220 
929.980000 132.710000 5.147550 
1213.760000 107.824000 4.827940 
1579.330000 74.846600 5.515010 
2034.570000 63.418100 5.558550 
2655.410000 36.137000 5.804390 
3455.200000 23.594800 7.424930 
4509.530000 45.669200 8.620290
#AMS02pre(0000/00)
0.6007961344	9.8817567567	3.4206081081
0.8400550905	17.145270270	3.5472972972
1.1220524271	30.827702702	4.3074324324
1.4568217903	51.140202702	4.6875000000
1.8386279631	76.097972972	3.8640202703
2.2606339206	102.74493243	4.3074324325
2.7374631181	129.39189189	5.3209459460
3.2813915480	154.85641891	6.3978040540
3.8515562886	177.61824324	7.3479729730
4.5045360875	196.83277027	8.1714527025
5.2113528468	211.61317567	8.8682432429
5.9726408863	222.46621621	9.4383445944
6.8105771565	230.74324324	9.7550675675
7.7213740442	234.58614864	9.9451013515
8.6280094702	235.85304054	9.8184121620
9.6973561414	234.96621621	9.8184121625
10.828395163	232.81250000	9.8184121620
12.030146619	230.10979729	9.6917229730
13.316902537	226.85810810	9.5650337834
14.656040238	223.14189189	9.2483108109
16.118244743	218.15878378	9.3750000000
17.662174392	213.17567567	8.9949324324
19.354046995	207.60135135	8.7415540540
21.146306133	203.16722972	8.4248310809
23.054510607	197.55067567	8.2347972970
25.116309718	194.08783783	8.1714527024
27.224309968	188.26013513	7.8547297299
29.487086277	185.81081081	7.8547297295
31.961804900	180.48986486	7.6646959459
34.518462095	176.35135135	7.6013513515
37.198070880	173.94425675	7.2846283785
40.085574018	172.08614864	7.4746621620
43.291515406	169.46790540	7.0312500000
46.450630045	163.64020270	6.9045608110
50.091618902	164.61148648	7.2212837840
53.823239498	163.34459459	7.0312500000
57.666496350	158.95270270	6.7778716214
61.962602483	157.47466216	6.9045608105
66.386144568	154.89864864	6.9045608109
70.817698030	150.29560810	6.6511824324
75.927433232	150.00000000	6.7778716214
81.348457501	146.36824324	6.5878378375
86.772788326	150.97128378	6.9045608109
92.632002599	146.79054054	6.7778716214
98.957616110	143.96114864	6.7778716215
105.71536652	141.04729729	6.9045608109
113.01169922	144.17229729	7.4746621619
120.46892074	138.42905405	7.3479729729
128.04441262	134.54391891	7.2212837840
136.38695841	136.86655405	7.4746621624
145.80299324	136.90878378	8.0447635135
155.19075688	138.55574324	8.4881756754
164.58571748	138.85135135	8.6148648650
177.36326332	135.55743243	8.6148648645
193.36118674	135.09290540	8.6782094595
213.87582123	139.69594594	9.6917229729
244.09579658	127.40709459	8.6782094594
294.14646669	124.83108108	10.261824324
408.35675715	117.31418918	10.831925675
595.13126115	115.37162162	24.894425675
#AMS02pre5GV(0000/00)
5.2113528468	211.61317567	8.8682432429
5.9726408863	222.46621621	9.4383445944
6.8105771565	230.74324324	9.7550675675
7.7213740442	234.58614864	9.9451013515
8.6280094702	235.85304054	9.8184121620
9.6973561414	234.96621621	9.8184121625
10.828395163	232.81250000	9.8184121620
12.030146619	230.10979729	9.6917229730
13.316902537	226.85810810	9.5650337834
14.656040238	223.14189189	9.2483108109
16.118244743	218.15878378	9.3750000000
17.662174392	213.17567567	8.9949324324
19.354046995	207.60135135	8.7415540540
21.146306133	203.16722972	8.4248310809
23.054510607	197.55067567	8.2347972970
25.116309718	194.08783783	8.1714527024
27.224309968	188.26013513	7.8547297299
29.487086277	185.81081081	7.8547297295
31.961804900	180.48986486	7.6646959459
34.518462095	176.35135135	7.6013513515
37.198070880	173.94425675	7.2846283785
40.085574018	172.08614864	7.4746621620
43.291515406	169.46790540	7.0312500000
