		2.58064e+00	2.65088e+00	2.72113e+00	2.79136e+00	2.86161e+00	2.93184e+00	3.00208e+00	3.07232e+00	3.14258e+00	3.21280e+00	3.28305e+00	3.35328e+00	3.42352e+00	3.49376e+00	3.56400e+00	3.63425e+00	3.70449e+00	3.77472e+00	3.84496e+00	3.91520e+00	3.98544e+00	4.05568e+00	4.12594e+00	4.19615e+00	4.26640e+00	4.33664e+00	4.40688e+00	4.47712e+00
-7.9900e+00	-1.6967e+00	-1.6817e+00	-1.6777e+00	-1.6757e+00	-1.6747e+00	-1.6667e+00	-1.6667e+00	-1.6537e+00	-1.6587e+00	-1.6517e+00	-1.6507e+00	-1.6477e+00	-1.6437e+00	-1.6427e+00	-1.6427e+00	-1.6357e+00	-1.6387e+00	-1.6417e+00	-1.6317e+00	-1.6357e+00	-1.6287e+00	-1.6247e+00	-1.6267e+00	-1.6287e+00	-1.5977e+00	-1.6317e+00	-1.6117e+00	-1.5847e+00
-7.9700e+00	-1.6912e+00	-1.6762e+00	-1.6719e+00	-1.6705e+00	-1.6690e+00	-1.6608e+00	-1.6617e+00	-1.6483e+00	-1.6525e+00	-1.6458e+00	-1.6452e+00	-1.6421e+00	-1.6384e+00	-1.6374e+00	-1.6368e+00	-1.6298e+00	-1.6334e+00	-1.6364e+00	-1.6260e+00	-1.6293e+00	-1.6234e+00	-1.6183e+00	-1.6210e+00	-1.6218e+00	-1.5933e+00	-1.6280e+00	-1.6105e+00	-1.5797e+00
-7.9500e+00	-1.6851e+00	-1.6706e+00	-1.6666e+00	-1.6643e+00	-1.6639e+00	-1.6550e+00	-1.6562e+00	-1.6426e+00	-1.6466e+00	-1.6403e+00	-1.6403e+00	-1.6361e+00	-1.6327e+00	-1.6312e+00	-1.6308e+00	-1.6241e+00	-1.6276e+00	-1.6308e+00	-1.6205e+00	-1.6235e+00	-1.6179e+00	-1.6138e+00	-1.6149e+00	-1.6145e+00	-1.5858e+00	-1.6262e+00	-1.6082e+00	-1.5781e+00
-7.9300e+00	-1.6792e+00	-1.6651e+00	-1.6602e+00	-1.6586e+00	-1.6581e+00	-1.6495e+00	-1.6504e+00	-1.6372e+00	-1.6411e+00	-1.6349e+00	-1.6345e+00	-1.6307e+00	-1.6267e+00	-1.6254e+00	-1.6252e+00	-1.6177e+00	-1.6223e+00	-1.6252e+00	-1.6152e+00	-1.6178e+00	-1.6130e+00	-1.6078e+00	-1.6091e+00	-1.6074e+00	-1.5815e+00	-1.6207e+00	-1.6023e+00	-1.5732e+00
-7.9100e+00	-1.6734e+00	-1.6594e+00	-1.6540e+00	-1.6532e+00	-1.6523e+00	-1.6433e+00	-1.6444e+00	-1.6319e+00	-1.6349e+00	-1.6295e+00	-1.6286e+00	-1.6251e+00	-1.6209e+00	-1.6197e+00	-1.6195e+00	-1.6124e+00	-1.6168e+00	-1.6200e+00	-1.6096e+00	-1.6121e+00	-1.6071e+00	-1.6026e+00	-1.6041e+00	-1.6039e+00	-1.5766e+00	-1.6099e+00	-1.5954e+00	-1.5683e+00
-7.8900e+00	-1.6674e+00	-1.6538e+00	-1.6486e+00	-1.6471e+00	-1.6462e+00	-1.6377e+00	-1.6388e+00	-1.6263e+00	-1.6290e+00	-1.6244e+00	-1.6234e+00	-1.6196e+00	-1.6149e+00	-1.6143e+00	-1.6142e+00	-1.6073e+00	-1.6118e+00	-1.6145e+00	-1.6037e+00	-1.6065e+00	-1.6020e+00	-1.5977e+00	-1.5986e+00	-1.5984e+00	-1.5717e+00	-1.6064e+00	-1.5909e+00	-1.5619e+00
-7.8700e+00	-1.6615e+00	-1.6479e+00	-1.6437e+00	-1.6422e+00	-1.6403e+00	-1.6320e+00	-1.6332e+00	-1.6206e+00	-1.6235e+00	-1.6194e+00	-1.6179e+00	-1.6142e+00	-1.6093e+00	-1.6089e+00	-1.6084e+00	-1.6024e+00	-1.6071e+00	-1.6090e+00	-1.5982e+00	-1.6007e+00	-1.5967e+00	-1.5917e+00	-1.5931e+00	-1.5915e+00	-1.5636e+00	-1.5926e+00	-1.5875e+00	-1.5572e+00
-7.8500e+00	-1.6558e+00	-1.6426e+00	-1.6377e+00	-1.6367e+00	-1.6347e+00	-1.6263e+00	-1.6274e+00	-1.6146e+00	-1.6183e+00	-1.6134e+00	-1.6120e+00	-1.6085e+00	-1.6036e+00	-1.6035e+00	-1.6025e+00	-1.5967e+00	-1.6015e+00	-1.6030e+00	-1.5931e+00	-1.5948e+00	-1.5906e+00	-1.5855e+00	-1.5875e+00	-1.5852e+00	-1.5583e+00	-1.5858e+00	-1.5786e+00	-1.5510e+00
-7.8300e+00	-1.6504e+00	-1.6366e+00	-1.6315e+00	-1.6309e+00	-1.6289e+00	-1.6205e+00	-1.6217e+00	-1.6091e+00	-1.6128e+00	-1.6082e+00	-1.6066e+00	-1.6030e+00	-1.5987e+00	-1.5979e+00	-1.5972e+00	-1.5917e+00	-1.5956e+00	-1.5974e+00	-1.5873e+00	-1.5891e+00	-1.5842e+00	-1.5804e+00	-1.5825e+00	-1.5785e+00	-1.5523e+00	-1.5759e+00	-1.5635e+00	-1.5418e+00
-7.8100e+00	-1.6443e+00	-1.6308e+00	-1.6257e+00	-1.6254e+00	-1.6234e+00	-1.6152e+00	-1.6159e+00	-1.6031e+00	-1.6069e+00	-1.6028e+00	-1.6008e+00	-1.5973e+00	-1.5929e+00	-1.5923e+00	-1.5916e+00	-1.5866e+00	-1.5903e+00	-1.5918e+00	-1.5817e+00	-1.5835e+00	-1.5791e+00	-1.5732e+00	-1.5774e+00	-1.5743e+00	-1.5465e+00	-1.5694e+00	-1.5583e+00	-1.5358e+00
