		-6.98970e-01	-5.55190e-01	-4.11415e-01	-2.67630e-01	-1.23851e-01	1.99467e-02	1.63698e-01	3.07496e-01	4.51280e-01	5.95055e-01	7.38836e-01	8.82616e-01	1.02641e+00	1.17017e+00	1.31395e+00	1.45773e+00	1.60152e+00	1.74529e+00	1.88908e+00	2.03286e+00	2.17664e+00	2.32042e+00	2.46419e+00	2.60798e+00	2.75176e+00	2.89554e+00	3.03933e+00	3.18310e+00	3.32689e+00	3.47066e+00	3.61444e+00	3.75822e+00	3.90200e+00	4.04579e+00	4.18957e+00	4.33335e+00	4.47712e+00
-7.9900e+00	-1.0677e+02	-4.9977e+00	-4.8337e+00	-4.5037e+00	-4.2027e+00	-3.8847e+00	-3.1627e+00	-2.4887e+00	-2.1017e+00	-1.8327e+00	-1.6247e+00	-1.4577e+00	-1.3177e+00	-1.1967e+00	-1.0897e+00	-9.9372e-01	-9.0772e-01	-8.2872e-01	-7.5672e-01	-6.8872e-01	-6.2572e-01	-5.6772e-01	-5.1272e-01	-4.6072e-01	-4.1172e-01	-3.6472e-01	-3.1972e-01	-2.7772e-01	-2.3672e-01	-1.9772e-01	-1.6072e-01	-1.2472e-01	-9.0716e-02	-5.7716e-02	-2.6716e-02	2.2841e-03	3.1284e-02
-7.9700e+00	-1.0647e+02	-4.9977e+00	-4.7869e+00	-4.4901e+00	-4.1813e+00	-3.8694e+00	-3.0970e+00	-2.4577e+00	-2.0814e+00	-1.8168e+00	-1.6122e+00	-1.4474e+00	-1.3089e+00	-1.1890e+00	-1.0830e+00	-9.8758e-01	-9.0212e-01	-8.2360e-01	-7.5191e-01	-6.8431e-01	-6.2162e-01	-5.6386e-01	-5.0908e-01	-4.5726e-01	-4.0843e-01	-3.6159e-01	-3.1678e-01	-2.7488e-01	-2.3399e-01	-1.9512e-01	-1.5822e-01	-1.2234e-01	-8.8458e-02	-5.5529e-02	-2.4623e-02	4.3066e-03	3.3216e-02
-7.9500e+00	-1.0630e+02	-4.9906e+00	-4.7653e+00	-4.4619e+00	-4.1588e+00	-3.8547e+00	-3.0370e+00	-2.4253e+00	-2.0602e+00	-1.8010e+00	-1.5999e+00	-1.4371e+00	-1.3003e+00	-1.1813e+00	-1.0763e+00	-9.8148e-01	-8.9656e-01	-8.1848e-01	-7.4723e-01	-6.7998e-01	-6.1760e-01	-5.6004e-01	-5.0544e-01	-4.5386e-01	-4.0516e-01	-3.5852e-01	-3.1381e-01	-2.7206e-01	-2.3127e-01	-1.9250e-01	-1.5573e-01	-1.1998e-01	-8.6211e-02	-5.3353e-02	-2.2544e-02	6.3197e-03	3.5157e-02
-7.9300e+00	-1.0617e+02	-4.9766e+00	-4.7407e+00	-4.4454e+00	-4.1384e+00	-3.8344e+00	-2.9807e+00	-2.3951e+00	-2.0404e+00	-1.7856e+00	-1.5881e+00	-1.4270e+00	-1.2915e+00	-1.1737e+00	-1.0695e+00	-9.7547e-01	-8.9106e-01	-8.1351e-01	-7.4257e-01	-6.7561e-01	-6.1350e-01	-5.5621e-01	-5.0186e-01	-4.5042e-01	-4.0193e-01	-3.5544e-01	-3.1084e-01	-2.6921e-01	-2.2856e-01	-1.8988e-01	-1.5324e-01	-1.1764e-01	-8.3950e-02	-5.1183e-02	-2.0461e-02	8.3143e-03	3.7071e-02
-7.9100e+00	-1.0608e+02	-4.9631e+00	-4.7289e+00	-4.4257e+00	-4.1208e+00	-3.8222e+00	-2.9232e+00	-2.3661e+00	-2.0200e+00	-1.7706e+00	-1.5763e+00	-1.4169e+00	-1.2831e+00	-1.1661e+00	-1.0629e+00	-9.6941e-01	-8.8552e-01	-8.0854e-01	-7.3791e-01	-6.7133e-01	-6.0940e-01	-5.5239e-01	-4.9827e-01	-4.4705e-01	-3.9866e-01	-3.5236e-01	-3.0786e-01	-2.6639e-01	-2.2586e-01	-1.8729e-01	-1.5077e-01	-1.1528e-01	-8.1706e-02	-4.9044e-02	-1.8393e-02	1.0304e-02	3.8982e-02
-7.8900e+00	-1.0600e+02	-4.9310e+00	-4.7136e+00	-4.4049e+00	-4.1077e+00	-3.8034e+00	-2.8728e+00	-2.3386e+00	-1.9997e+00	-1.7560e+00	-1.5646e+00	-1.4071e+00	-1.2746e+00	-1.1588e+00	-1.0562e+00	-9.6330e-01	-8.8011e-01	-8.0351e-01	-7.3331e-01	-6.6705e-01	-6.0535e-01	-5.4859e-01	-4.9468e-01	-4.4367e-01	-3.9545e-01	-3.4929e-01	-3.0490e-01	-2.6355e-01	-2.2317e-01	-1.8469e-01	-1.4831e-01	-1.1295e-01	-7.9459e-02	-4.6905e-02	-1.6315e-02	1.2290e-02	4.0893e-02
-7.8700e+00	-1.0593e+02	-4.9188e+00	-4.6881e+00	-4.3782e+00	-4.0922e+00	-3.7617e+00	-2.8242e+00	-2.3117e+00	-1.9813e+00	-1.7413e+00	-1.5527e+00	-1.3975e+00	-1.2662e+00	-1.1514e+00	-1.0496e+00	-9.5733e-01	-8.7467e-01	-7.9848e-01	-7.2868e-01	-6.6270e-01	-6.0136e-01	-5.4481e-01	-4.9109e-01	-4.4028e-01	-3.9227e-01	-3.4622e-01	-3.0200e-01	-2.6074e-01	-2.2048e-01	-1.8212e-01	-1.4585e-01	-1.1060e-01	-7.7222e-02	-4.4737e-02	-1.4248e-02	1.4262e-02	4.2800e-02
-7.8500e+00	-1.0587e+02	-4.9012e+00	-4.6708e+00	-4.3645e+00	-4.0653e+00	-3.7021e+00	-2.7778e+00	-2.2851e+00	-1.9627e+00	-1.7272e+00	-1.5412e+00	-1.3880e+00	-1.2579e+00	-1.1441e+00	-1.0431e+00	-9.5146e-01	-8.6927e-01	-7.9357e-01	-7.2411e-01	-6.5845e-01	-5.9738e-01	-5.4102e-01	-4.8757e-01	-4.3694e-01	-3.8914e-01	-3.4318e-01	-2.9912e-01	-2.5794e-01	-2.1778e-01	-1.7955e-01	-1.4338e-01	-1.0827e-01	-7.4997e-02	-4.2581e-02	-1.2199e-02	1.6271e-02	4.4694e-02
-7.8300e+00	-1.0582e+02	-4.8787e+00	-4.6542e+00	-4.3497e+00	-4.0496e+00	-3.6285e+00	-2.7361e+00	-2.2595e+00	-1.9445e+00	-1.7133e+00	-1.5298e+00	-1.3786e+00	-1.2498e+00	-1.1369e+00	-1.0366e+00	-9.4569e-01	-8.6391e-01	-7.8865e-01	-7.1953e-01	-6.5421e-01	-5.9336e-01	-5.3725e-01	-4.8403e-01	-4.3362e-01	-3.8596e-01	-3.4012e-01	-2.9623e-01	-2.5515e-01	-2.1512e-01	-1.7701e-01	-1.4095e-01	-1.0594e-01	-7.2758e-02	-4.0454e-02	-1.0142e-02	1.8252e-02	4.6602e-02
-7.8100e+00	-1.0578e+02	-4.8521e+00	-4.6381e+00	-4.3307e+00	-4.0336e+00	-3.5491e+00	-2.6952e+00	-2.2341e+00	-1.9268e+00	-1.6993e+00	-1.5187e+00	-1.3692e+00	-1.2416e+00	-1.1298e+00	-1.0301e+00	-9.3976e-01	-8.5852e-01	-7.8382e-01	-7.1500e-01	-6.4997e-01	-5.8938e-01	-5.3350e-01	-4.8051e-01	-4.3030e-01	-3.8279e-01	-3.3708e-01	-2.9336e-01	-2.5235e-01	-2.1247e-01	-1.7443e-01	-1.3853e-01	-1.0362e-01	-7.0536e-02	-3.8318e-02	-8.1079e-03	2.0224e-02	4.8514e-02
