		9.63599e-01	1.06397e+00	1.16438e+00	1.26475e+00	1.36515e+00	1.46553e+00	1.56592e+00	1.66630e+00	1.76669e+00	1.86708e+00	1.96746e+00	2.06785e+00	2.16823e+00	2.26862e+00	2.36901e+00	2.46939e+00	2.56978e+00	2.67016e+00	2.77055e+00	2.87094e+00	2.97133e+00	3.07170e+00	3.17211e+00	3.27249e+00	3.37288e+00	3.47325e+00	3.57365e+00	3.67403e+00	3.77441e+00	3.87480e+00	3.97519e+00	4.07558e+00	4.17598e+00	4.27635e+00	4.37674e+00	4.47712e+00	4.57750e+00
-7.9900e+00	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-1.0599e+02	-6.1657e+00	-1.0599e+02	-5.8647e+00	-5.4667e+00	-5.2627e+00	-4.9357e+00	-4.6887e+00	-4.4757e+00	-4.2117e+00	-3.8967e+00	-3.6997e+00	-3.4377e+00	-3.2427e+00	-2.9237e+00	-2.6267e+00	-2.8707e+00
-7.9700e+00	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-1.0569e+02	-6.1657e+00	-1.0569e+02	-5.8647e+00	-5.4667e+00	-5.1271e+00	-4.9114e+00	-4.6613e+00	-4.4040e+00	-4.1627e+00	-3.8680e+00	-3.6483e+00	-3.4062e+00	-3.1736e+00	-2.9237e+00	-2.6079e+00	-2.7482e+00
-7.9500e+00	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-1.0552e+02	-6.1657e+00	-6.1756e+00	-5.6919e+00	-5.4667e+00	-5.0899e+00	-4.8259e+00	-4.6482e+00	-4.3620e+00	-4.0928e+00	-3.7971e+00	-3.6197e+00	-3.3602e+00	-3.1736e+00	-2.8832e+00	-2.5724e+00	-2.6527e+00
-7.9300e+00	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-1.0539e+02	-6.1657e+00	-6.1756e+00	-5.5686e+00	-5.4667e+00	-5.0556e+00	-4.7887e+00	-4.5995e+00	-4.3177e+00	-4.0485e+00	-3.7622e+00	-3.5834e+00	-3.3286e+00	-3.1527e+00	-2.8832e+00	-2.5397e+00	-2.5745e+00
-7.9100e+00	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-1.0530e+02	-6.1756e+00	-1.0530e+02	-6.1657e+00	-6.1756e+00	-5.4727e+00	-5.3892e+00	-5.0239e+00	-4.7712e+00	-4.5159e+00	-4.2508e+00	-4.0083e+00	-3.7207e+00	-3.5330e+00	-3.2806e+00	-3.1139e+00	-2.8832e+00	-2.5397e+00	-2.5745e+00
-7.8900e+00	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-1.0522e+02	-6.1756e+00	-1.0522e+02	-6.1657e+00	-6.1756e+00	-5.4727e+00	-5.3892e+00	-4.9943e+00	-4.7383e+00	-4.4708e+00	-4.2020e+00	-3.9634e+00	-3.6913e+00	-3.4842e+00	-3.2172e+00	-3.0782e+00	-2.8832e+00	-2.5242e+00	-2.5083e+00
-7.8700e+00	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-1.0515e+02	-6.1756e+00	-1.0515e+02	-5.8696e+00	-6.1756e+00	-5.3941e+00	-5.3892e+00	-4.9160e+00	-4.7077e+00	-4.4146e+00	-4.1624e+00	-3.9204e+00	-3.6454e+00	-3.4387e+00	-3.1620e+00	-3.0615e+00	-2.8120e+00	-2.4808e+00	-2.4786e+00
-7.8500e+00	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-1.0509e+02	-6.1756e+00	-1.0509e+02	-5.8696e+00	-6.1756e+00	-5.3941e+00	-5.2663e+00	-4.8927e+00	-4.6270e+00	-4.3452e+00	-4.0962e+00	-3.8682e+00	-3.6051e+00	-3.3930e+00	-3.1160e+00	-3.0615e+00	-2.7509e+00	-2.4413e+00	-2.4508e+00
-7.8300e+00	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-1.0504e+02	-6.1756e+00	-1.0504e+02	-5.8696e+00	-6.1756e+00	-5.3941e+00	-5.1297e+00	-4.8497e+00	-4.5589e+00	-4.3202e+00	-4.0419e+00	-3.8255e+00	-3.5608e+00	-3.3435e+00	-3.0831e+00	-3.0147e+00	-2.6496e+00	-2.4290e+00	-2.3547e+00
-7.8100e+00	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-1.0500e+02	-6.1756e+00	-1.0500e+02	-5.8696e+00	-6.1756e+00	-5.3941e+00	-5.0923e+00	-4.8296e+00	-4.5189e+00	-4.2853e+00	-4.0052e+00	-3.7919e+00	-3.5302e+00	-3.2991e+00	-3.0498e+00	-2.9340e+00	-2.5867e+00	-2.3826e+00	-2.3135e+00
