		2.24768e+00	2.31137e+00	2.33025e+00	2.37508e+00	2.41283e+00	2.43878e+00	2.49539e+00	2.50247e+00	2.56617e+00	2.57796e+00	2.62987e+00	2.66054e+00	2.69357e+00	2.74311e+00	2.75727e+00	2.82096e+00	2.82568e+00	2.88467e+00	2.90825e+00	2.94836e+00	2.99083e+00	3.01208e+00	3.07339e+00	3.07577e+00	3.13947e+00	3.15597e+00	3.20314e+00	3.23855e+00	3.26684e+00	3.32112e+00	3.33056e+00	3.39424e+00	3.40369e+00	3.45794e+00	3.48626e+00	3.52165e+00	3.56884e+00	3.58535e+00	3.64904e+00	3.65140e+00	3.71274e+00	3.73398e+00	3.77644e+00	3.81655e+00	3.84014e+00	3.89912e+00	3.90384e+00	3.96753e+00	3.98169e+00	4.03125e+00	4.06427e+00	4.09493e+00	4.14684e+00	4.15863e+00	4.22233e+00	4.22940e+00	4.28603e+00	4.31199e+00	4.34972e+00	4.39456e+00	4.41342e+00	4.47712e+00
-7.9900e+00	-1.7857e+00	-1.7787e+00	-1.7797e+00	-1.7737e+00	-1.7737e+00	-1.7737e+00	-1.7727e+00	-1.7707e+00	-1.7687e+00	-1.7637e+00	-1.7667e+00	-1.7647e+00	-1.7637e+00	-1.7677e+00	-1.7647e+00	-1.7607e+00	-1.7637e+00	-1.7617e+00	-1.7587e+00	-1.7617e+00	-1.7637e+00	-1.7617e+00	-1.7617e+00	-1.7597e+00	-1.7617e+00	-1.7617e+00	-1.7627e+00	-1.7627e+00	-1.7617e+00	-1.7627e+00	-1.7597e+00	-1.7597e+00	-1.7627e+00	-1.7597e+00	-1.7617e+00	-1.7597e+00	-1.7607e+00	-1.7597e+00	-1.7597e+00	-1.7607e+00	-1.7607e+00	-1.7607e+00	-1.7597e+00	-1.7617e+00	-1.7607e+00	-1.7617e+00	-1.7607e+00	-1.7607e+00	-1.7597e+00	-1.7597e+00	-1.7597e+00	-1.7597e+00	-1.7607e+00	-1.7597e+00	-1.7597e+00	-1.7597e+00	-1.7587e+00	-1.7587e+00	-1.7587e+00	-1.7577e+00	-1.7587e+00	-1.7587e+00
-7.9700e+00	-1.7796e+00	-1.7725e+00	-1.7732e+00	-1.7679e+00	-1.7679e+00	-1.7676e+00	-1.7663e+00	-1.7646e+00	-1.7627e+00	-1.7574e+00	-1.7607e+00	-1.7586e+00	-1.7579e+00	-1.7618e+00	-1.7589e+00	-1.7547e+00	-1.7577e+00	-1.7558e+00	-1.7526e+00	-1.7558e+00	-1.7579e+00	-1.7556e+00	-1.7560e+00	-1.7538e+00	-1.7559e+00	-1.7556e+00	-1.7568e+00	-1.7567e+00	-1.7559e+00	-1.7570e+00	-1.7538e+00	-1.7538e+00	-1.7567e+00	-1.7536e+00	-1.7557e+00	-1.7537e+00	-1.7548e+00	-1.7537e+00	-1.7536e+00	-1.7548e+00	-1.7547e+00	-1.7548e+00	-1.7536e+00	-1.7558e+00	-1.7546e+00	-1.7558e+00	-1.7546e+00	-1.7546e+00	-1.7538e+00	-1.7535e+00	-1.7538e+00	-1.7535e+00	-1.7549e+00	-1.7536e+00	-1.7536e+00	-1.7539e+00	-1.7526e+00	-1.7528e+00	-1.7526e+00	-1.7518e+00	-1.7526e+00	-1.7526e+00
-7.9500e+00	-1.7734e+00	-1.7664e+00	-1.7672e+00	-1.7618e+00	-1.7619e+00	-1.7614e+00	-1.7603e+00	-1.7587e+00	-1.7567e+00	-1.7514e+00	-1.7547e+00	-1.7524e+00	-1.7519e+00	-1.7559e+00	-1.7528e+00	-1.7487e+00	-1.7518e+00	-1.7499e+00	-1.7467e+00	-1.7499e+00	-1.7520e+00	-1.7496e+00	-1.7500e+00	-1.7480e+00	-1.7499e+00	-1.7497e+00	-1.7507e+00	-1.7501e+00	-1.7498e+00	-1.7506e+00	-1.7477e+00	-1.7477e+00	-1.7506e+00	-1.7475e+00	-1.7497e+00	-1.7476e+00	-1.7487e+00	-1.7476e+00	-1.7475e+00	-1.7484e+00	-1.7485e+00	-1.7484e+00	-1.7475e+00	-1.7494e+00	-1.7484e+00	-1.7494e+00	-1.7484e+00	-1.7484e+00	-1.7474e+00	-1.7473e+00	-1.7474e+00	-1.7474e+00	-1.7484e+00	-1.7474e+00	-1.7474e+00	-1.7473e+00	-1.7464e+00	-1.7462e+00	-1.7463e+00	-1.7452e+00	-1.7464e+00	-1.7464e+00
-7.9300e+00	-1.7673e+00	-1.7604e+00	-1.7612e+00	-1.7559e+00	-1.7557e+00	-1.7555e+00	-1.7544e+00	-1.7527e+00	-1.7505e+00	-1.7449e+00	-1.7488e+00	-1.7464e+00	-1.7460e+00	-1.7494e+00	-1.7469e+00	-1.7426e+00	-1.7457e+00	-1.7439e+00	-1.7410e+00	-1.7437e+00	-1.7460e+00	-1.7436e+00	-1.7441e+00	-1.7419e+00	-1.7440e+00	-1.7438e+00	-1.7445e+00	-1.7442e+00	-1.7438e+00	-1.7445e+00	-1.7417e+00	-1.7417e+00	-1.7444e+00	-1.7415e+00	-1.7438e+00	-1.7416e+00	-1.7427e+00	-1.7416e+00	-1.7415e+00	-1.7425e+00	-1.7425e+00	-1.7424e+00	-1.7414e+00	-1.7433e+00	-1.7424e+00	-1.7432e+00	-1.7422e+00	-1.7423e+00	-1.7413e+00	-1.7412e+00	-1.7412e+00	-1.7413e+00	-1.7421e+00	-1.7412e+00	-1.7412e+00	-1.7411e+00	-1.7402e+00	-1.7401e+00	-1.7402e+00	-1.7391e+00	-1.7402e+00	-1.7403e+00
-7.9100e+00	-1.7613e+00	-1.7544e+00	-1.7551e+00	-1.7500e+00	-1.7493e+00	-1.7496e+00	-1.7483e+00	-1.7468e+00	-1.7446e+00	-1.7389e+00	-1.7427e+00	-1.7405e+00	-1.7402e+00	-1.7437e+00	-1.7410e+00	-1.7365e+00	-1.7399e+00	-1.7380e+00	-1.7350e+00	-1.7378e+00	-1.7402e+00	-1.7379e+00	-1.7384e+00	-1.7359e+00	-1.7380e+00	-1.7377e+00	-1.7385e+00	-1.7378e+00	-1.7377e+00	-1.7384e+00	-1.7356e+00	-1.7356e+00	-1.7384e+00	-1.7355e+00	-1.7377e+00	-1.7356e+00	-1.7366e+00	-1.7357e+00	-1.7356e+00	-1.7363e+00	-1.7365e+00	-1.7362e+00	-1.7355e+00	-1.7372e+00	-1.7366e+00	-1.7372e+00	-1.7364e+00	-1.7364e+00	-1.7353e+00	-1.7352e+00	-1.7352e+00	-1.7353e+00	-1.7361e+00	-1.7353e+00	-1.7352e+00	-1.7350e+00	-1.7342e+00	-1.7340e+00	-1.7341e+00	-1.7329e+00	-1.7342e+00	-1.7342e+00
-7.8900e+00	-1.7552e+00	-1.7484e+00	-1.7488e+00	-1.7440e+00	-1.7441e+00	-1.7435e+00	-1.7424e+00	-1.7409e+00	-1.7385e+00	-1.7325e+00	-1.7368e+00	-1.7344e+00	-1.7344e+00	-1.7375e+00	-1.7349e+00	-1.7308e+00	-1.7339e+00	-1.7321e+00	-1.7288e+00	-1.7320e+00	-1.7340e+00	-1.7320e+00	-1.7324e+00	-1.7300e+00	-1.7321e+00	-1.7319e+00	-1.7325e+00	-1.7317e+00	-1.7322e+00	-1.7324e+00	-1.7298e+00	-1.7298e+00	-1.7325e+00	-1.7299e+00	-1.7316e+00	-1.7297e+00	-1.7306e+00	-1.7299e+00	-1.7297e+00	-1.7302e+00	-1.7307e+00	-1.7303e+00	-1.7297e+00	-1.7313e+00	-1.7307e+00	-1.7312e+00	-1.7305e+00	-1.7305e+00	-1.7293e+00	-1.7294e+00	-1.7291e+00	-1.7294e+00	-1.7302e+00	-1.7295e+00	-1.7294e+00	-1.7293e+00	-1.7284e+00	-1.7282e+00	-1.7283e+00	-1.7271e+00	-1.7284e+00	-1.7284e+00
-7.8700e+00	-1.7490e+00	-1.7426e+00	-1.7428e+00	-1.7380e+00	-1.7378e+00	-1.7375e+00	-1.7361e+00	-1.7352e+00	-1.7325e+00	-1.7267e+00	-1.7310e+00	-1.7283e+00	-1.7285e+00	-1.7319e+00	-1.7291e+00	-1.7250e+00	-1.7281e+00	-1.7261e+00	-1.7229e+00	-1.7259e+00	-1.7284e+00	-1.7263e+00	-1.7262e+00	-1.7240e+00	-1.7262e+00	-1.7260e+00	-1.7265e+00	-1.7263e+00	-1.7263e+00	-1.7268e+00	-1.7240e+00	-1.7239e+00	-1.7267e+00	-1.7239e+00	-1.7257e+00	-1.7239e+00	-1.7246e+00	-1.7240e+00	-1.7239e+00	-1.7243e+00	-1.7248e+00	-1.7243e+00	-1.7237e+00	-1.7253e+00	-1.7247e+00	-1.7253e+00	-1.7244e+00	-1.7245e+00	-1.7235e+00	-1.7235e+00	-1.7233e+00	-1.7235e+00	-1.7243e+00	-1.7235e+00	-1.7235e+00	-1.7234e+00	-1.7224e+00	-1.7223e+00	-1.7224e+00	-1.7213e+00	-1.7225e+00	-1.7225e+00
-7.8500e+00	-1.7430e+00	-1.7368e+00	-1.7371e+00	-1.7319e+00	-1.7321e+00	-1.7316e+00	-1.7300e+00	-1.7292e+00	-1.7265e+00	-1.7211e+00	-1.7249e+00	-1.7225e+00	-1.7224e+00	-1.7260e+00	-1.7230e+00	-1.7188e+00	-1.7219e+00	-1.7201e+00	-1.7168e+00	-1.7203e+00	-1.7220e+00	-1.7203e+00	-1.7199e+00	-1.7179e+00	-1.7201e+00	-1.7198e+00	-1.7205e+00	-1.7199e+00	-1.7201e+00	-1.7202e+00	-1.7179e+00	-1.7178e+00	-1.7201e+00	-1.7179e+00	-1.7193e+00	-1.7179e+00	-1.7183e+00	-1.7181e+00	-1.7179e+00	-1.7181e+00	-1.7188e+00	-1.7181e+00	-1.7178e+00	-1.7190e+00	-1.7187e+00	-1.7190e+00	-1.7184e+00	-1.7184e+00	-1.7171e+00	-1.7173e+00	-1.7168e+00	-1.7174e+00	-1.7177e+00	-1.7174e+00	-1.7172e+00	-1.7167e+00	-1.7162e+00	-1.7156e+00	-1.7162e+00	-1.7148e+00	-1.7163e+00	-1.7162e+00
-7.8300e+00	-1.7373e+00	-1.7308e+00	-1.7310e+00	-1.7258e+00	-1.7262e+00	-1.7255e+00	-1.7246e+00	-1.7233e+00	-1.7204e+00	-1.7150e+00	-1.7190e+00	-1.7167e+00	-1.7164e+00	-1.7199e+00	-1.7171e+00	-1.7130e+00	-1.7159e+00	-1.7142e+00	-1.7110e+00	-1.7143e+00	-1.7159e+00	-1.7145e+00	-1.7138e+00	-1.7120e+00	-1.7143e+00	-1.7138e+00	-1.7146e+00	-1.7138e+00	-1.7142e+00	-1.7142e+00	-1.7120e+00	-1.7120e+00	-1.7141e+00	-1.7121e+00	-1.7133e+00	-1.7121e+00	-1.7125e+00	-1.7123e+00	-1.7121e+00	-1.7122e+00	-1.7130e+00	-1.7121e+00	-1.7120e+00	-1.7130e+00	-1.7129e+00	-1.7130e+00	-1.7126e+00	-1.7126e+00	-1.7112e+00	-1.7116e+00	-1.7110e+00	-1.7116e+00	-1.7119e+00	-1.7116e+00	-1.7115e+00	-1.7109e+00	-1.7105e+00	-1.7098e+00	-1.7104e+00	-1.7089e+00	-1.7104e+00	-1.7104e+00
-7.8100e+00	-1.7312e+00	-1.7248e+00	-1.7250e+00	-1.7201e+00	-1.7205e+00	-1.7198e+00	-1.7184e+00	-1.7173e+00	-1.7144e+00	-1.7098e+00	-1.7132e+00	-1.7110e+00	-1.7106e+00	-1.7135e+00	-1.7110e+00	-1.7070e+00	-1.7100e+00	-1.7082e+00	-1.7054e+00	-1.7082e+00	-1.7099e+00	-1.7088e+00	-1.7077e+00	-1.7062e+00	-1.7084e+00	-1.7079e+00	-1.7086e+00	-1.7077e+00	-1.7082e+00	-1.7081e+00	-1.7060e+00	-1.7060e+00	-1.7079e+00	-1.7061e+00	-1.7072e+00	-1.7062e+00	-1.7064e+00	-1.7064e+00	-1.7062e+00	-1.7059e+00	-1.7072e+00	-1.7060e+00	-1.7061e+00	-1.7068e+00	-1.7070e+00	-1.7067e+00	-1.7067e+00	-1.7067e+00	-1.7049e+00	-1.7057e+00	-1.7047e+00	-1.7056e+00	-1.7055e+00	-1.7056e+00	-1.7055e+00	-1.7046e+00	-1.7045e+00	-1.7036e+00	-1.7045e+00	-1.7027e+00	-1.7045e+00	-1.7045e+00
