0.101624304584  29.465022139
0.117784543795  32.0156124764
0.133194187722  34.7353341154
0.152491999735  37.021851922
0.172456637544  38.7058326126
0.19745113875  40.4964894823
0.237489716836  41.7160709896
0.2891976723  42.2149628213
0.343612513286  41.8734121734
0.398352313453  40.7116984056
0.461831614272  38.8556692321
0.54879691888  36.4576983481
0.628516944701  33.5050553989
0.702280527162  31.3207211146
0.784733521489  28.7413702231
0.87690334278  25.8903242575
1.00436816106  22.9280537616
1.10864761317  20.2595049086
1.22380453519  17.572953874
1.33433775252  15.5161409979
1.49124541764  13.2213758436
1.6260680727  11.2492665651
1.75116723018  10.1108149934
1.9332233794  8.45105082095
2.05656294359  7.45082366155
2.27036886895  6.22771650584
2.38556675674  5.58914547653
2.53776580795  4.92764015348
2.69978668897  4.26468404581
2.90773106151  3.69366433333
3.17087937663  3.02840246741
3.544482059  2.35222058582
4.0115166818  1.76186974736
